"Y_(s,t)",State,Week,"COVID_(s,t)",State_i x t,Agriculture/Forestry/Fishing and Hunting %,Mining %,Utilities %,Construction %,Manufacturing %,Wholesale Trade %,Retail Trade %,Transporation and Warehousing %,Information %,Finance and Insurance %,"Real Estate, Rental and Leasing %",Professional/Scientific/Technical Services %,Management of Companies and Enterprises %,Administration and Support/Waste Management and Remedial Services %,Educational Services %,Healthcare and Social Assistance %,"Arts, Entertainment and Recreation %",Accomodation and Food Services %,Other Services (except Public Administration) %,Public Administration %,Information Not Available %,Agriculture/Forestry/Fishing and Hunting,Mining,Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transporation and Warehousing,Information,Finance and Insurance,"Real Estate, Rental and Leasing",Professional/Scientific/Technical Services,Management of Companies and Enterprises,Administration and Support/Waste Management and Remedial Services,Educational Services,Healthcare and Social Assistance,"Arts, Entertainment and Recreation",Accomodation and Food Services,Other Services (except Public Administration),Public Administration,Information Not Available
22419,Arizona,21,9209,21,2.7,0.3,0.1,4.3,3.6,2.4,8.1,3.7,1.5,1.5,1.8,3.2,0.5,9.0,3.0,8.3,2.7,18.2,2.9,0.7,18.5,6144,763,139,9729,8027,5357,18277,8221,3319,3474,4143,7209,1223,20269,6797,18618,6140,40913,6405,1553,41507
25886,Arizona,22,15467,22,2.7,0.3,0.1,4.3,3.6,2.4,8.1,3.7,1.5,1.5,1.8,3.2,0.5,9.0,3.0,8.3,2.7,18.2,2.9,0.7,18.5,6144,763,139,9729,8027,5357,18277,8221,3319,3474,4143,7209,1223,20269,6797,18618,6140,40913,6405,1553,41507
26328,Arizona,23,19997,23,2.7,0.3,0.1,4.3,3.6,2.4,8.1,3.7,1.5,1.5,1.8,3.2,0.5,9.0,3.0,8.3,2.7,18.2,2.9,0.7,18.5,6144,763,139,9729,8027,5357,18277,8221,3319,3474,4143,7209,1223,20269,6797,18618,6140,40913,6405,1553,41507
45596,California,1,0,1,17.7,0.1,0.2,9.0,7.4,1.2,4.9,1.9,5.2,1.7,0.5,1.9,0.0,6.4,3.0,5.0,1.1,2.4,2.0,0.8,10.0,72030,484,968,36499,30206,4841,20138,7552,21396,6971,2033,7552,0,25947,12296,20234,4357,9972,8132,3195,40856
43458,California,2,3,2,17.7,0.1,0.2,9.0,7.4,1.2,4.9,1.9,5.2,1.7,0.5,1.9,0.0,6.4,3.0,5.0,1.1,2.4,2.0,0.8,10.0,72030,484,968,36499,30206,4841,20138,7552,21396,6971,2033,7552,0,25947,12296,20234,4357,9972,8132,3195,40856
40392,California,3,3,3,18.2,0.2,0.2,8.0,7.4,1.2,5.8,1.8,4.8,1.6,0.6,1.8,0.0,5.9,2.0,5.0,1.1,2.6,1.9,0.8,10.9,77602,685,979,34251,31707,5187,24563,7535,20551,6654,2349,7731,0,24954,8710,21138,4893,11254,8122,3327,46288
43445,California,4,2,4,18.2,0.2,0.2,8.0,7.4,1.2,5.8,1.8,4.8,1.6,0.6,1.8,0.0,5.9,2.0,5.0,1.1,2.6,1.9,0.8,10.9,77602,685,979,34251,31707,5187,24563,7535,20551,6654,2349,7731,0,24954,8710,21138,4893,11254,8122,3327,46288
34979,California,5,2,5,18.2,0.2,0.2,8.0,7.4,1.2,5.8,1.8,4.8,1.6,0.6,1.8,0.0,5.9,2.0,5.0,1.1,2.6,1.9,0.8,10.9,77602,685,979,34251,31707,5187,24563,7535,20551,6654,2349,7731,0,24954,8710,21138,4893,11254,8122,3327,46288
41678,California,6,2,6,18.2,0.2,0.2,8.0,7.4,1.2,5.8,1.8,4.8,1.6,0.6,1.8,0.0,5.9,2.0,5.0,1.1,2.6,1.9,0.8,10.9,77602,685,979,34251,31707,5187,24563,7535,20551,6654,2349,7731,0,24954,8710,21138,4893,11254,8122,3327,46288
43385,California,7,69,7,16.4,0.2,0.2,8.4,7.6,1.4,6.4,1.9,5.6,1.7,0.6,2.0,0.0,6.7,2.4,5.3,1.1,3.1,1.9,0.7,10.0,82404,1011,1011,42466,38219,6977,32153,9504,28007,8594,3033,10111,0,33568,12234,26592,5763,15773,9808,3337,50453
57606,California,8,291,8,16.4,0.2,0.2,8.4,7.6,1.4,6.4,1.9,5.6,1.7,0.6,2.0,0.0,6.7,2.4,5.3,1.1,3.1,1.9,0.7,10.0,82404,1011,1011,42466,38219,6977,32153,9504,28007,8594,3033,10111,0,33568,12234,26592,5763,15773,9808,3337,50453
186333,California,9,1040,9,16.4,0.2,0.2,8.4,7.6,1.4,6.4,1.9,5.6,1.7,0.6,2.0,0.0,6.7,2.4,5.3,1.1,3.1,1.9,0.7,10.0,82404,1011,1011,42466,38219,6977,32153,9504,28007,8594,3033,10111,0,33568,12234,26592,5763,15773,9808,3337,50453
1058325,California,10,3698,10,16.4,0.2,0.2,8.4,7.6,1.4,6.4,1.9,5.6,1.7,0.6,2.0,0.0,6.7,2.4,5.3,1.1,3.1,1.9,0.7,10.0,82404,1011,1011,42466,38219,6977,32153,9504,28007,8594,3033,10111,0,33568,12234,26592,5763,15773,9808,3337,50453
918814,California,11,7727,11,3.2,0.1,0.2,4.7,5.4,1.3,12.9,2.2,5.4,0.8,0.8,1.3,0.0,4.5,3.4,8.6,1.6,6.9,4.9,0.3,28.3,63194,1385,3758,91380,106115,25021,250997,43316,104434,14933,14834,25218,0,88017,66062,167529,31152,134993,95138,6725,551939
655472,California,12,8880,12,3.2,0.1,0.2,4.7,5.4,1.3,12.9,2.2,5.4,0.8,0.8,1.3,0.0,4.5,3.4,8.6,1.6,6.9,4.9,0.3,28.3,63194,1385,3758,91380,106115,25021,250997,43316,104434,14933,14834,25218,0,88017,66062,167529,31152,134993,95138,6725,551939
528360,California,13,8794,13,3.2,0.1,0.2,4.7,5.4,1.3,12.9,2.2,5.4,0.8,0.8,1.3,0.0,4.5,3.4,8.6,1.6,6.9,4.9,0.3,28.3,63194,1385,3758,91380,106115,25021,250997,43316,104434,14933,14834,25218,0,88017,66062,167529,31152,134993,95138,6725,551939
325343,California,14,11857,14,3.2,0.1,0.2,4.7,5.4,1.3,12.9,2.2,5.4,0.8,0.8,1.3,0.0,4.5,3.4,8.6,1.6,6.9,4.9,0.3,28.3,63194,1385,3758,91380,106115,25021,250997,43316,104434,14933,14834,25218,0,88017,66062,167529,31152,134993,95138,6725,551939
316257,California,15,10979,15,3.2,0.1,0.2,4.7,5.4,1.3,12.9,2.2,5.4,0.8,0.8,1.3,0.0,4.5,3.4,8.6,1.6,6.9,4.9,0.3,28.3,63194,1385,3758,91380,106115,25021,250997,43316,104434,14933,14834,25218,0,88017,66062,167529,31152,134993,95138,6725,551939
212667,California,16,13225,16,2.8,0.1,0.2,4.1,6.0,1.5,14.6,2.5,5.7,0.9,0.6,1.3,0.0,4.7,3.4,8.9,2.6,8.0,5.2,0.5,23.4,62380,2049,5531,90549,132546,33802,323170,55210,126912,20691,13726,28578,0,105094,76209,197897,57566,177308,114108,10448,517788
244431,California,17,12153,17,2.8,0.1,0.2,4.1,6.0,1.5,14.6,2.5,5.7,0.9,0.6,1.3,0.0,4.7,3.4,8.9,2.6,8.0,5.2,0.5,23.4,62380,2049,5531,90549,132546,33802,323170,55210,126912,20691,13726,28578,0,105094,76209,197897,57566,177308,114108,10448,517788
203262,California,18,13839,18,2.8,0.1,0.2,4.1,6.0,1.5,14.6,2.5,5.7,0.9,0.6,1.3,0.0,4.7,3.4,8.9,2.6,8.0,5.2,0.5,23.4,62380,2049,5531,90549,132546,33802,323170,55210,126912,20691,13726,28578,0,105094,76209,197897,57566,177308,114108,10448,517788
228634,California,19,17331,19,2.8,0.1,0.2,4.1,6.0,1.5,14.6,2.5,5.7,0.9,0.6,1.3,0.0,4.7,3.4,8.9,2.6,8.0,5.2,0.5,23.4,62380,2049,5531,90549,132546,33802,323170,55210,126912,20691,13726,28578,0,105094,76209,197897,57566,177308,114108,10448,517788
255836,California,20,18711,20,2.1,0.1,0.3,3.8,5.6,1.5,13.8,2.8,6.2,1.1,0.7,1.4,0.0,5.0,4.4,8.6,2.6,8.8,5.2,0.5,23.6,59809,2333,7105,109120,157370,42206,391622,79109,175079,30117,20042,40085,0,140403,123860,243478,73595,249416,147720,14210,668924
241424,California,21,21428,21,2.1,0.1,0.3,3.8,5.6,1.5,13.8,2.8,6.2,1.1,0.7,1.4,0.0,5.0,4.4,8.6,2.6,8.8,5.2,0.5,23.6,59809,2333,7105,109120,157370,42206,391622,79109,175079,30117,20042,40085,0,140403,123860,243478,73595,249416,147720,14210,668924
284494,California,22,25209,22,2.1,0.1,0.3,3.8,5.6,1.5,13.8,2.8,6.2,1.1,0.7,1.4,0.0,5.0,4.4,8.6,2.6,8.8,5.2,0.5,23.6,59809,2333,7105,109120,157370,42206,391622,79109,175079,30117,20042,40085,0,140403,123860,243478,73595,249416,147720,14210,668924
277362,California,23,35449,23,2.1,0.1,0.3,3.8,5.6,1.5,13.8,2.8,6.2,1.1,0.7,1.4,0.0,5.0,4.4,8.6,2.6,8.8,5.2,0.5,23.6,59809,2333,7105,109120,157370,42206,391622,79109,175079,30117,20042,40085,0,140403,123860,243478,73595,249416,147720,14210,668924
2164,Colorado,1,0,1,1.5,1.9,0.1,20.3,5.0,4.5,6.6,2.9,2.8,3.2,2.0,8.0,2.1,13.6,2.1,7.0,1.6,5.4,2.2,3.1,2.7,339,421,25,4556,1131,1020,1486,654,639,727,438,1785,470,3057,462,1562,349,1204,485,687,598
2049,Colorado,2,0,2,1.5,1.9,0.1,20.3,5.0,4.5,6.6,2.9,2.8,3.2,2.0,8.0,2.1,13.6,2.1,7.0,1.6,5.4,2.2,3.1,2.7,339,421,25,4556,1131,1020,1486,654,639,727,438,1785,470,3057,462,1562,349,1204,485,687,598
2482,Colorado,3,0,3,1.4,1.9,0.1,22.2,5.5,4.6,6.5,3.0,2.8,3.1,1.9,7.7,2.1,13.1,1.9,6.6,1.4,5.1,2.2,2.8,2.5,330,432,26,5127,1263,1056,1500,700,651,712,445,1782,482,3032,435,1517,334,1170,517,652,565
2209,Colorado,4,0,4,1.4,1.9,0.1,22.2,5.5,4.6,6.5,3.0,2.8,3.1,1.9,7.7,2.1,13.1,1.9,6.6,1.4,5.1,2.2,2.8,2.5,330,432,26,5127,1263,1056,1500,700,651,712,445,1782,482,3032,435,1517,334,1170,517,652,565
1862,Colorado,5,0,5,1.4,1.9,0.1,22.2,5.5,4.6,6.5,3.0,2.8,3.1,1.9,7.7,2.1,13.1,1.9,6.6,1.4,5.1,2.2,2.8,2.5,330,432,26,5127,1263,1056,1500,700,651,712,445,1782,482,3032,435,1517,334,1170,517,652,565
1681,Colorado,6,0,6,1.4,1.9,0.1,22.2,5.5,4.6,6.5,3.0,2.8,3.1,1.9,7.7,2.1,13.1,1.9,6.6,1.4,5.1,2.2,2.8,2.5,330,432,26,5127,1263,1056,1500,700,651,712,445,1782,482,3032,435,1517,334,1170,517,652,565
1865,Colorado,7,8,7,1.1,1.9,0.1,19.2,6.4,4.9,6.8,3.1,3.1,3.3,2.1,8.5,1.8,12.5,2.0,7.4,1.5,5.7,2.5,2.5,2.6,242,421,28,4275,1415,1094,1506,695,695,737,463,1883,412,2786,446,1648,326,1265,567,564,571
2321,Colorado,8,95,8,1.1,1.9,0.1,19.2,6.4,4.9,6.8,3.1,3.1,3.3,2.1,8.5,1.8,12.5,2.0,7.4,1.5,5.7,2.5,2.5,2.6,242,421,28,4275,1415,1094,1506,695,695,737,463,1883,412,2786,446,1648,326,1265,567,564,571
19774,Colorado,9,372,9,1.1,1.9,0.1,19.2,6.4,4.9,6.8,3.1,3.1,3.3,2.1,8.5,1.8,12.5,2.0,7.4,1.5,5.7,2.5,2.5,2.6,242,421,28,4275,1415,1094,1506,695,695,737,463,1883,412,2786,446,1648,326,1265,567,564,571
61838,Colorado,10,1586,10,1.1,1.9,0.1,19.2,6.4,4.9,6.8,3.1,3.1,3.3,2.1,8.5,1.8,12.5,2.0,7.4,1.5,5.7,2.5,2.5,2.6,242,421,28,4275,1415,1094,1506,695,695,737,463,1883,412,2786,446,1648,326,1265,567,564,571
46326,Colorado,11,2504,11,0.2,0.8,0.0,4.3,3.3,2.5,11.0,2.3,1.2,0.8,1.9,3.4,0.8,4.9,1.6,11.0,5.0,22.4,5.8,0.6,16.0,513,1784,57,9414,7172,5478,24213,4998,2577,1702,4139,7423,1716,10710,3468,24241,11074,49215,12731,1368,35173
104572,Colorado,12,2328,12,0.2,0.8,0.0,4.3,3.3,2.5,11.0,2.3,1.2,0.8,1.9,3.4,0.8,4.9,1.6,11.0,5.0,22.4,5.8,0.6,16.0,513,1784,57,9414,7172,5478,24213,4998,2577,1702,4139,7423,1716,10710,3468,24241,11074,49215,12731,1368,35173
67639,Colorado,13,2547,13,0.2,0.8,0.0,4.3,3.3,2.5,11.0,2.3,1.2,0.8,1.9,3.4,0.8,4.9,1.6,11.0,5.0,22.4,5.8,0.6,16.0,513,1784,57,9414,7172,5478,24213,4998,2577,1702,4139,7423,1716,10710,3468,24241,11074,49215,12731,1368,35173
38662,Colorado,14,3528,14,0.2,0.8,0.0,4.3,3.3,2.5,11.0,2.3,1.2,0.8,1.9,3.4,0.8,4.9,1.6,11.0,5.0,22.4,5.8,0.6,16.0,513,1784,57,9414,7172,5478,24213,4998,2577,1702,4139,7423,1716,10710,3468,24241,11074,49215,12731,1368,35173
28360,Colorado,15,3257,15,0.2,0.8,0.0,4.3,3.3,2.5,11.0,2.3,1.2,0.8,1.9,3.4,0.8,4.9,1.6,11.0,5.0,22.4,5.8,0.6,16.0,513,1784,57,9414,7172,5478,24213,4998,2577,1702,4139,7423,1716,10710,3468,24241,11074,49215,12731,1368,35173
22732,Colorado,16,3150,16,0.2,1.3,0.0,3.8,3.3,3.0,10.9,3.1,1.4,0.9,2.2,3.9,0.8,5.5,2.0,8.2,5.6,22.6,4.5,1.1,15.4,586,3311,72,9710,8313,7642,27665,7862,3580,2361,5526,9857,1928,13825,4996,20758,14298,57297,11533,2780,39163
18054,Colorado,17,2258,17,0.2,1.3,0.0,3.8,3.3,3.0,10.9,3.1,1.4,0.9,2.2,3.9,0.8,5.5,2.0,8.2,5.6,22.6,4.5,1.1,15.4,586,3311,72,9710,8313,7642,27665,7862,3580,2361,5526,9857,1928,13825,4996,20758,14298,57297,11533,2780,39163
15719,Colorado,18,2331,18,0.2,1.3,0.0,3.8,3.3,3.0,10.9,3.1,1.4,0.9,2.2,3.9,0.8,5.5,2.0,8.2,5.6,22.6,4.5,1.1,15.4,586,3311,72,9710,8313,7642,27665,7862,3580,2361,5526,9857,1928,13825,4996,20758,14298,57297,11533,2780,39163
12519,Colorado,19,2120,19,0.2,1.3,0.0,3.8,3.3,3.0,10.9,3.1,1.4,0.9,2.2,3.9,0.8,5.5,2.0,8.2,5.6,22.6,4.5,1.1,15.4,586,3311,72,9710,8313,7642,27665,7862,3580,2361,5526,9857,1928,13825,4996,20758,14298,57297,11533,2780,39163
13098,Colorado,20,1750,20,0.3,1.6,0.0,3.9,3.8,3.2,9.6,3.7,1.7,1.0,2.3,4.2,0.8,6.3,2.9,7.4,5.5,21.0,4.0,1.3,15.4,698,3841,72,9421,9030,7616,23107,8886,3992,2507,5429,10058,1921,15143,6963,17656,13129,50375,9617,3015,36870
10382,Colorado,21,1168,21,0.3,1.6,0.0,3.9,3.8,3.2,9.6,3.7,1.7,1.0,2.3,4.2,0.8,6.3,2.9,7.4,5.5,21.0,4.0,1.3,15.4,698,3841,72,9421,9030,7616,23107,8886,3992,2507,5429,10058,1921,15143,6963,17656,13129,50375,9617,3015,36870
10013,Colorado,22,1331,22,0.3,1.6,0.0,3.9,3.8,3.2,9.6,3.7,1.7,1.0,2.3,4.2,0.8,6.3,2.9,7.4,5.5,21.0,4.0,1.3,15.4,698,3841,72,9421,9030,7616,23107,8886,3992,2507,5429,10058,1921,15143,6963,17656,13129,50375,9617,3015,36870
8646,Colorado,23,1673,23,0.3,1.6,0.0,3.9,3.8,3.2,9.6,3.7,1.7,1.0,2.3,4.2,0.8,6.3,2.9,7.4,5.5,21.0,4.0,1.3,15.4,698,3841,72,9421,9030,7616,23107,8886,3992,2507,5429,10058,1921,15143,6963,17656,13129,50375,9617,3015,36870
2949,Connecticut,1,0,1,1.2,0.1,0.1,20.4,8.8,3.9,8.9,3.6,1.7,2.8,1.4,3.6,0.6,17.5,2.0,7.3,3.3,7.7,2.6,1.0,0.2,514,41,41,8601,3705,1640,3765,1499,698,1178,609,1497,266,7390,851,3094,1389,3241,1116,413,84
2994,Connecticut,2,0,2,1.2,0.1,0.1,20.4,8.8,3.9,8.9,3.6,1.7,2.8,1.4,3.6,0.6,17.5,2.0,7.3,3.3,7.7,2.6,1.0,0.2,514,41,41,8601,3705,1640,3765,1499,698,1178,609,1497,266,7390,851,3094,1389,3241,1116,413,84
2944,Connecticut,3,0,3,1.2,0.1,0.1,21.4,8.8,3.9,9.1,3.9,1.6,2.8,1.9,3.5,0.7,18.0,2.0,7.2,3.4,5.9,2.5,1.0,0.2,492,47,42,8978,3677,1621,3806,1633,687,1162,793,1456,277,7561,830,3020,1417,2485,1055,405,70
2520,Connecticut,4,0,4,1.2,0.1,0.1,21.4,8.8,3.9,9.1,3.9,1.6,2.8,1.9,3.5,0.7,18.0,2.0,7.2,3.4,5.9,2.5,1.0,0.2,492,47,42,8978,3677,1621,3806,1633,687,1162,793,1456,277,7561,830,3020,1417,2485,1055,405,70
2435,Connecticut,5,0,5,1.2,0.1,0.1,21.4,8.8,3.9,9.1,3.9,1.6,2.8,1.9,3.5,0.7,18.0,2.0,7.2,3.4,5.9,2.5,1.0,0.2,492,47,42,8978,3677,1621,3806,1633,687,1162,793,1456,277,7561,830,3020,1417,2485,1055,405,70
2843,Connecticut,6,0,6,1.2,0.1,0.1,21.4,8.8,3.9,9.1,3.9,1.6,2.8,1.9,3.5,0.7,18.0,2.0,7.2,3.4,5.9,2.5,1.0,0.2,492,47,42,8978,3677,1621,3806,1633,687,1162,793,1456,277,7561,830,3020,1417,2485,1055,405,70
2527,Connecticut,7,0,7,0.7,0.1,0.1,17.8,8.6,3.6,8.6,8.0,1.5,2.8,1.8,3.3,0.6,15.5,2.4,7.4,3.0,9.5,2.9,1.0,0.2,317,45,41,7909,3797,1608,3798,3556,672,1232,809,1452,264,6871,1086,3282,1316,4192,1264,427,77
3440,Connecticut,8,23,8,0.7,0.1,0.1,17.8,8.6,3.6,8.6,8.0,1.5,2.8,1.8,3.3,0.6,15.5,2.4,7.4,3.0,9.5,2.9,1.0,0.2,317,45,41,7909,3797,1608,3798,3556,672,1232,809,1452,264,6871,1086,3282,1316,4192,1264,427,77
25100,Connecticut,9,171,9,0.7,0.1,0.1,17.8,8.6,3.6,8.6,8.0,1.5,2.8,1.8,3.3,0.6,15.5,2.4,7.4,3.0,9.5,2.9,1.0,0.2,317,45,41,7909,3797,1608,3798,3556,672,1232,809,1452,264,6871,1086,3282,1316,4192,1264,427,77
33227,Connecticut,10,1330,10,0.7,0.1,0.1,17.8,8.6,3.6,8.6,8.0,1.5,2.8,1.8,3.3,0.6,15.5,2.4,7.4,3.0,9.5,2.9,1.0,0.2,317,45,41,7909,3797,1608,3798,3556,672,1232,809,1452,264,6871,1086,3282,1316,4192,1264,427,77
33464,Connecticut,11,3752,11,0.2,0.0,0.0,5.7,6.2,3.2,15.4,5.2,1.1,1.1,1.1,3.1,0.6,6.2,3.8,15.2,3.3,20.6,6.9,0.8,0.1,577,73,104,17770,19129,9982,47490,16067,3307,3397,3535,9619,1751,19190,11651,46998,10145,63717,21375,2336,291
34050,Connecticut,12,6234,12,0.2,0.0,0.0,5.7,6.2,3.2,15.4,5.2,1.1,1.1,1.1,3.1,0.6,6.2,3.8,15.2,3.3,20.6,6.9,0.8,0.1,577,73,104,17770,19129,9982,47490,16067,3307,3397,3535,9619,1751,19190,11651,46998,10145,63717,21375,2336,291
102808,Connecticut,13,6040,13,0.2,0.0,0.0,5.7,6.2,3.2,15.4,5.2,1.1,1.1,1.1,3.1,0.6,6.2,3.8,15.2,3.3,20.6,6.9,0.8,0.1,577,73,104,17770,19129,9982,47490,16067,3307,3397,3535,9619,1751,19190,11651,46998,10145,63717,21375,2336,291
33041,Connecticut,14,7033,14,0.2,0.0,0.0,5.7,6.2,3.2,15.4,5.2,1.1,1.1,1.1,3.1,0.6,6.2,3.8,15.2,3.3,20.6,6.9,0.8,0.1,577,73,104,17770,19129,9982,47490,16067,3307,3397,3535,9619,1751,19190,11651,46998,10145,63717,21375,2336,291
36138,Connecticut,15,4704,15,0.2,0.0,0.0,5.7,6.2,3.2,15.4,5.2,1.1,1.1,1.1,3.1,0.6,6.2,3.8,15.2,3.3,20.6,6.9,0.8,0.1,577,73,104,17770,19129,9982,47490,16067,3307,3397,3535,9619,1751,19190,11651,46998,10145,63717,21375,2336,291
30046,Connecticut,16,3697,16,0.1,0.0,0.0,4.5,5.6,3.3,15.4,5.3,1.3,1.2,1.2,3.4,0.6,6.6,3.9,15.3,3.3,21.0,6.7,0.9,0.1,396,47,103,12271,15347,8993,41808,14387,3417,3295,3355,9256,1706,18089,10726,41528,8952,57203,18203,2445,292
25960,Connecticut,17,3719,17,0.1,0.0,0.0,4.5,5.6,3.3,15.4,5.3,1.3,1.2,1.2,3.4,0.6,6.6,3.9,15.3,3.3,21.0,6.7,0.9,0.1,396,47,103,12271,15347,8993,41808,14387,3417,3295,3355,9256,1706,18089,10726,41528,8952,57203,18203,2445,292
16603,Connecticut,18,3319,18,0.1,0.0,0.0,4.5,5.6,3.3,15.4,5.3,1.3,1.2,1.2,3.4,0.6,6.6,3.9,15.3,3.3,21.0,6.7,0.9,0.1,396,47,103,12271,15347,8993,41808,14387,3417,3295,3355,9256,1706,18089,10726,41528,8952,57203,18203,2445,292
14208,Connecticut,19,2000,19,0.1,0.0,0.0,4.5,5.6,3.3,15.4,5.3,1.3,1.2,1.2,3.4,0.6,6.6,3.9,15.3,3.3,21.0,6.7,0.9,0.1,396,47,103,12271,15347,8993,41808,14387,3417,3295,3355,9256,1706,18089,10726,41528,8952,57203,18203,2445,292
15366,Connecticut,20,1796,20,0.1,0.0,0.0,3.9,6.3,3.3,14.1,5.7,1.4,1.3,1.3,3.6,0.8,7.3,4.6,14.1,3.4,21.2,6.2,1.0,0.1,341,42,110,9619,15777,8280,35169,14235,3559,3335,3319,9069,1895,18296,11518,35142,8397,52985,15556,2456,319
11852,Connecticut,21,1176,21,0.1,0.0,0.0,3.9,6.3,3.3,14.1,5.7,1.4,1.3,1.3,3.6,0.8,7.3,4.6,14.1,3.4,21.2,6.2,1.0,0.1,341,42,110,9619,15777,8280,35169,14235,3559,3335,3319,9069,1895,18296,11518,35142,8397,52985,15556,2456,319
10411,Connecticut,22,721,22,0.1,0.0,0.0,3.9,6.3,3.3,14.1,5.7,1.4,1.3,1.3,3.6,0.8,7.3,4.6,14.1,3.4,21.2,6.2,1.0,0.1,341,42,110,9619,15777,8280,35169,14235,3559,3335,3319,9069,1895,18296,11518,35142,8397,52985,15556,2456,319
10133,Connecticut,23,491,23,0.1,0.0,0.0,3.9,6.3,3.3,14.1,5.7,1.4,1.3,1.3,3.6,0.8,7.3,4.6,14.1,3.4,21.2,6.2,1.0,0.1,341,42,110,9619,15777,8280,35169,14235,3559,3335,3319,9069,1895,18296,11518,35142,8397,52985,15556,2456,319
674,Delaware,1,0,1,0.5,0.0,0.1,7.8,4.0,3.6,12.7,3.6,0.9,7.4,2.1,7.5,0.3,18.8,2.5,10.7,1.9,11.1,2.4,1.0,0.5,29,0,7,446,230,206,728,206,53,424,120,431,19,1076,141,613,108,637,137,60,31
622,Delaware,2,0,2,0.5,0.0,0.1,7.8,4.0,3.6,12.7,3.6,0.9,7.4,2.1,7.5,0.3,18.8,2.5,10.7,1.9,11.1,2.4,1.0,0.5,29,0,7,446,230,206,728,206,53,424,120,431,19,1076,141,613,108,637,137,60,31
608,Delaware,3,0,3,0.6,0.0,0.1,8.0,4.5,3.7,13.4,3.6,0.9,7.0,2.0,6.7,0.5,19.8,1.6,10.4,1.9,10.8,2.2,1.0,0.6,36,2,5,477,267,219,797,214,53,419,120,402,31,1180,96,619,116,645,130,58,35
610,Delaware,4,0,4,0.6,0.0,0.1,8.0,4.5,3.7,13.4,3.6,0.9,7.0,2.0,6.7,0.5,19.8,1.6,10.4,1.9,10.8,2.2,1.0,0.6,36,2,5,477,267,219,797,214,53,419,120,402,31,1180,96,619,116,645,130,58,35
632,Delaware,5,0,5,0.6,0.0,0.1,8.0,4.5,3.7,13.4,3.6,0.9,7.0,2.0,6.7,0.5,19.8,1.6,10.4,1.9,10.8,2.2,1.0,0.6,36,2,5,477,267,219,797,214,53,419,120,402,31,1180,96,619,116,645,130,58,35
524,Delaware,6,0,6,0.6,0.0,0.1,8.0,4.5,3.7,13.4,3.6,0.9,7.0,2.0,6.7,0.5,19.8,1.6,10.4,1.9,10.8,2.2,1.0,0.6,36,2,5,477,267,219,797,214,53,419,120,402,31,1180,96,619,116,645,130,58,35
518,Delaware,7,0,7,0.5,0.0,0.1,6.7,3.9,2.9,13.9,4.1,0.9,6.1,1.8,5.6,0.4,16.8,2.3,11.0,2.0,16.0,3.2,0.8,0.4,26,2,3,357,210,152,742,217,47,325,98,297,19,896,124,586,108,854,171,40,22
472,Delaware,8,6,8,0.5,0.0,0.1,6.7,3.9,2.9,13.9,4.1,0.9,6.1,1.8,5.6,0.4,16.8,2.3,11.0,2.0,16.0,3.2,0.8,0.4,26,2,3,357,210,152,742,217,47,325,98,297,19,896,124,586,108,854,171,40,22
10776,Delaware,9,39,9,0.5,0.0,0.1,6.7,3.9,2.9,13.9,4.1,0.9,6.1,1.8,5.6,0.4,16.8,2.3,11.0,2.0,16.0,3.2,0.8,0.4,26,2,3,357,210,152,742,217,47,325,98,297,19,896,124,586,108,854,171,40,22
19137,Delaware,10,169,10,0.5,0.0,0.1,6.7,3.9,2.9,13.9,4.1,0.9,6.1,1.8,5.6,0.4,16.8,2.3,11.0,2.0,16.0,3.2,0.8,0.4,26,2,3,357,210,152,742,217,47,325,98,297,19,896,124,586,108,854,171,40,22
18851,Delaware,11,379,11,0.3,0.0,0.0,6.3,3.6,2.9,15.5,3.7,1.0,4.7,1.7,4.9,0.4,13.9,1.8,11.8,2.3,19.3,4.7,0.5,0.4,134,9,18,2831,1604,1299,7006,1666,430,2105,762,2195,179,6272,833,5322,1039,8700,2141,242,190
13258,Delaware,12,886,12,0.3,0.0,0.0,6.3,3.6,2.9,15.5,3.7,1.0,4.7,1.7,4.9,0.4,13.9,1.8,11.8,2.3,19.3,4.7,0.5,0.4,134,9,18,2831,1604,1299,7006,1666,430,2105,762,2195,179,6272,833,5322,1039,8700,2141,242,190
9446,Delaware,13,1059,13,0.3,0.0,0.0,6.3,3.6,2.9,15.5,3.7,1.0,4.7,1.7,4.9,0.4,13.9,1.8,11.8,2.3,19.3,4.7,0.5,0.4,134,9,18,2831,1604,1299,7006,1666,430,2105,762,2195,179,6272,833,5322,1039,8700,2141,242,190
7947,Delaware,14,1038,14,0.3,0.0,0.0,6.3,3.6,2.9,15.5,3.7,1.0,4.7,1.7,4.9,0.4,13.9,1.8,11.8,2.3,19.3,4.7,0.5,0.4,134,9,18,2831,1604,1299,7006,1666,430,2105,762,2195,179,6272,833,5322,1039,8700,2141,242,190
6297,Delaware,15,1462,15,0.3,0.0,0.0,6.3,3.6,2.9,15.5,3.7,1.0,4.7,1.7,4.9,0.4,13.9,1.8,11.8,2.3,19.3,4.7,0.5,0.4,134,9,18,2831,1604,1299,7006,1666,430,2105,762,2195,179,6272,833,5322,1039,8700,2141,242,190
